Public RD&D spending in Million,,Source: IEA All rights reserved ( http://www.iea.org/t&c/termsandconditions/ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country,Currency,Economic Indicators,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021 Estimated,2022 Estimated
Republic of Trkiye,USD (2021 prices and PPP),Renewables ,..,..,..,..,..,..,..,..,..,0,0,0,0,0,3.583,4.071,1.298,0,4.478,0.89,1.296,0.231,0.432,7.114,5.743,3.916,4.397,1.748,3.609,2.2,1.352,2.755,3.708,2.712,3.541,4.767,..,..,..,..,36.549,27.487,72.175,60.699,76.397,37.827,30.003,39.726,..
Republic of Trkiye,USD (2021 prices and PPP),Nuclear,..,..,..,..,..,..,..,..,..,0,0,0,0,0,3.583,2.036,1.298,0,3.483,4.449,3.312,2.304,2.765,4.235,2.953,0.579,0.547,0.661,0.101,0.999,0,0,1.495,0,0.133,0,..,..,..,..,0,0.949,0.344,0.357,0.337,1.487,1.593,1.571,..
Republic of Trkiye,USD (2021 prices and PPP),Hydrogen and fuel cells,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.133,1.761,4.298,6.592,2.681,3.263,..,..,..,..,8.799,5.338,9.895,9.389,9.099,6.633,5.147,4.896,..
Republic of Trkiye,USD (2021 prices and PPP),Other power and storage technologies ,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,2.036,0,0,0,0.297,0.288,0,0,0.5,0.434,1.695,4.068,2.724,3.695,2.422,0.095,0.113,0.206,0.504,0.565,0.976,..,..,..,..,32.965,41.682,20.916,23.899,30.091,27.147,20.341,15.851,..
Republic of Trkiye,USD (2021 prices and PPP),Other cross-cutting technologies/research,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0.498,0.593,0.288,0.922,0.691,0.571,0.352,0.395,0.194,1.091,1.52,1.391,0.296,0.354,0.017,0.492,0.82,0.805,..,..,..,..,0.396,0.716,1.37,0.051,0.036,0.984,3,3.36,..
Republic of Trkiye,USD (2021 prices and PPP),Unallocated,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,10.267,8.786,0.083,0.031,0.064,0.157,0.116,0.224,..
Republic of Trkiye,USD (2021 prices and PPP),Total Budget ,..,..,..,..,..,..,..,..,..,29.854,17.913,11.195,16.284,17.913,21.495,18.32,6.49,8.142,11.942,12.159,6.048,14.517,11.881,38.285,18.801,12.344,12.762,14.048,11.41,11.529,2.829,7.006,11.797,16.898,14.15,17.165,..,..,..,..,145.085,134.066,181.484,205.691,186.375,218.639,103.412,109.951,..
Republic of Trkiye,Euro (2021 prices and exchange rates),Energy efficiency,..,..,..,..,..,..,..,..,..,0,0,0,2.026,1.486,0.892,1.013,0.323,0,0,1.033,0.036,0.153,0.172,0.059,0.182,0.166,0.418,1.339,0.305,0.284,0.128,0.25,0.173,0.821,0.195,0.178,..,..,..,..,8.647,7.663,16.852,25.245,14.29,30.217,9.435,9.336,..
Republic of Trkiye,Euro (2021 prices and exchange rates),Fossil fuels ,..,..,..,..,..,..,..,..,..,0,0,0,2.026,1.486,1.783,1.519,0.969,1.823,0.866,0.442,0.179,2.618,1.806,6.382,2.134,1.265,0.467,0.607,0.314,0.84,0.11,0.254,0.342,0.821,1.4,1.652,..,..,..,..,5.314,4.555,2.232,2.439,3.214,5.712,1.316,1.692,..
Republic of Trkiye,Euro (2021 prices and exchange rates),Renewables ,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0.892,1.013,0.323,0,1.114,0.222,0.322,0.058,0.107,1.77,1.429,0.975,1.094,0.435,0.898,0.547,0.337,0.685,0.922,0.675,0.881,1.186,..,..,..,..,9.094,6.839,17.957,15.102,19.008,9.412,7.465,9.884,..
Republic of Trkiye,Euro (2021 prices and exchange rates),Nuclear,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0.892,0.507,0.323,0,0.866,1.107,0.824,0.574,0.688,1.054,0.734,0.144,0.136,0.164,0.025,0.249,0,0,0.372,0,0.033,0,..,..,..,..,0,0.236,0.085,0.089,0.084,0.37,0.396,0.391,..
Republic of Trkiye,Euro (2021 prices and exchange rates),Hydrogen and fuel cells,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.033,0.438,1.069,1.64,0.667,0.812,..,..,..,..,2.189,1.328,2.462,2.336,2.264,1.651,1.281,1.218,..
Republic of Trkiye,Euro (2021 prices and exchange rates),Other power and storage technologies ,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0.507,0,0,0,0.074,0.072,0,0,0.124,0.108,0.421,1.012,0.678,0.92,0.602,0.024,0.028,0.052,0.125,0.14,0.243,..,..,..,..,8.202,10.371,5.204,5.947,7.487,6.754,5.061,3.944,..
Republic of Trkiye,Euro (2021 prices and exchange rates),Other cross-cutting technologies/research,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0.124,0.147,0.072,0.229,0.172,0.142,0.088,0.098,0.048,0.272,0.378,0.346,0.074,0.088,0.004,0.123,0.204,0.201,..,..,..,..,0.098,0.179,0.341,0.013,0.009,0.244,0.746,0.836,..
Republic of Trkiye,Euro (2021 prices and exchange rates),Unallocated,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,2.555,2.186,0.02,0.008,0.016,0.039,0.029,0.056,..
Republic of Trkiye,Euro (2021 prices and exchange rates),Total Budget ,..,..,..,..,..,..,..,..,..,7.428,4.457,2.786,4.051,4.457,5.348,4.558,1.615,2.026,2.971,3.025,1.505,3.612,2.956,9.526,4.678,3.071,3.175,3.496,2.839,2.869,0.704,1.743,2.935,4.205,3.521,4.271,..,..,..,..,36.098,33.356,45.154,51.177,46.371,54.399,25.729,27.356,..
United Kingdom,National currency (nominal),Energy efficiency ,3.1,5.8,7.76,7.9,9.44,9.84,11.35,13.54,27,31.4,24.1,25.8,24,26,21.92,21.38,16.68,13.55,17.41,20.237,2.308,1.47,1.31,1.01,0.52,0.728,1.437,0,0,0,0,0,3.464,8.556,23.667,85.224,173.246,149.527,90.931,117.586,62.52,78.486,105.935,175.72,198.627,194.941,246.408,265.132,..
United Kingdom,National currency (nominal),Fossil fuels,3.9,6.4,10.23,16.7,18.93,25.24,23.18,29.2,21.1,28.3,26,19.6,26.7,21.21,23.07,12.81,16.97,5,7.6,10.76,5.924,10.9,7.7,6.85,4.96,3.084,4.446,5.831,3.865,2.968,5.03,6.542,9.36,8.115,14.076,19.343,54.857,41.865,35.747,35.998,71.949,16.565,26.837,33.66,19.573,24.593,39.887,23.17,..
United Kingdom,National currency (nominal),Renewables,0,0.4,0.68,1.54,4.82,9.68,10.23,16.54,13.22,11,12.79,11.7,9.7,12.2,13.22,14.11,14.74,17.13,16.1,15.173,9.099,9.11,6.17,4.29,3.26,4.6,4.4,6.1,10.5,11.6,19.653,36.569,49.536,73.687,46.896,90.096,167.65,58.802,58.71,89.401,69.358,69.534,122.788,101.39,126.056,114.001,112.355,137.495,..
United Kingdom,National currency (nominal),Nuclear ,82.7,96.3,107.37,94,122.82,129.39,159.5,184.13,173.4,202.2,191.6,194.6,155.9,136,149.03,138.9,113.56,101.45,87.14,52,25,23.3,16,18,15,14.421,17.047,14.63,15.6,16.193,17.942,21.855,28.489,26.523,38.389,35.042,70.071,45.136,62.685,57.733,55.292,124.613,117.573,157.12,200.476,228.991,308.888,460.042,..
United Kingdom,National currency (nominal),Hydrogen and fuel cells ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.687,2.413,7.168,9.107,11.024,12.206,19.819,16.672,13.588,22.18,12.351,13.004,13.466,10.69,17.835,30.368,31.424,29.6,..
United Kingdom,National currency (nominal),Other power and storage technologies,0,0,0.14,0.2,0.06,0.09,0.67,1.34,0.8,3.8,1.8,2.7,1.7,2.7,1.46,0,0.81,1.1,1.6,0,3.744,3.06,1.1,1.1,1.2,1.4,1.7,1.6,4.3,3,3.26,4.068,6.542,6.064,9.614,14.992,12.593,16.412,19.772,25.175,29.608,38.813,55.397,71.44,61.347,56.538,78.399,56.507,..
United Kingdom,National currency (nominal),Other cross-cutting technologies/research ,1.5,2,5.72,3.5,12.09,15.85,20.4,25.4,27.7,29.6,29.1,32.3,16.7,16.4,19.29,2.96,3.98,4.65,3.6,0.6,4.826,5.1,4.07,18.05,18.9,18.563,18.92,2.2,1,0.4,0,0,11.042,11.11,15.418,13.042,12.652,22.729,36.151,57.601,43.479,28.952,42.574,66.94,114.7,166.749,76.737,56.453,..
United Kingdom,National currency (nominal),Unallocated ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.636,0,37.28,2.377,1.536,25.514,26.918,..
United Kingdom,National currency (nominal),Total Budget,91.2,110.9,131.9,123.84,168.16,190.09,225.33,270.15,263.22,306.3,285.39,286.7,234.7,214.51,227.99,190.16,166.74,142.88,133.45,98.77,50.901,52.94,36.35,49.3,43.84,42.796,47.95,30.361,35.265,34.161,48.572,71.448,115.601,143.161,159.084,269.945,510.888,351.143,317.583,405.674,344.557,378.602,484.569,654.24,740.99,817.715,919.613,1055.316,..
United Kingdom,National Currency (2021 prices),Energy efficiency ,30.332,45.122,52.442,46.952,50.336,45.998,44.323,47.044,86.858,95.706,69.815,70.912,63.137,64.846,51.528,46.536,33.549,25.523,31.752,35.877,4.032,2.505,2.141,1.656,0.839,1.16,2.251,0,0,0,0,0,4.67,11.22,30.065,106.438,213.43,180.481,108.012,136.617,71.501,89.305,118.288,192.705,213.557,205.455,247.118,265.132,..
United Kingdom,National Currency (2021 prices),Fossil fuels,38.16,49.789,69.134,99.253,100.939,117.986,90.521,101.453,67.878,86.258,75.319,53.871,70.24,52.899,54.231,27.882,34.133,9.418,13.861,19.076,10.35,18.573,12.584,11.234,8.006,4.912,6.964,8.967,5.824,4.353,7.192,9.07,12.618,10.642,17.881,24.158,67.581,50.532,42.462,41.824,82.284,18.848,29.967,36.914,21.044,25.919,40.002,23.17,..
United Kingdom,National Currency (2021 prices),Renewables,0,3.112,4.595,9.153,25.701,45.25,39.95,57.467,42.528,33.528,37.051,32.158,25.518,30.428,31.076,30.712,29.647,32.266,29.363,26.9,15.897,15.523,10.083,7.036,5.262,7.327,6.892,9.381,15.822,17.013,28.102,50.7,66.777,96.63,59.574,112.523,206.536,70.975,69.739,103.87,79.321,79.119,137.107,111.19,135.531,120.15,112.679,137.495,..
United Kingdom,National Currency (2021 prices),Nuclear ,809.179,749.173,725.604,558.668,654.902,604.844,622.869,639.746,557.821,616.301,555.044,534.866,410.13,339.192,350.327,302.33,228.409,191.094,158.924,92.189,43.677,39.701,26.148,29.52,24.213,22.97,26.701,22.499,23.506,23.749,25.655,30.3,38.404,34.781,48.767,43.765,86.324,54.48,74.46,67.077,63.235,141.79,131.284,172.307,215.545,241.342,309.778,460.042,..
United Kingdom,National Currency (2021 prices),Hydrogen and fuel cells ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.842,3.345,9.663,11.943,14.004,15.244,24.416,20.123,16.14,25.77,14.125,14.796,15.036,11.723,19.176,32.006,31.515,29.6,..
United Kingdom,National Currency (2021 prices),Other power and storage technologies,0,0,0.946,1.189,0.32,0.421,2.616,4.656,2.574,11.582,5.214,7.421,4.472,6.734,3.432,0,1.629,2.072,2.918,0,6.541,5.214,1.798,1.804,1.937,2.23,2.663,2.461,6.479,4.4,4.661,5.64,8.819,7.952,12.213,18.724,15.514,19.81,23.486,29.249,33.861,44.163,61.857,78.345,65.958,59.587,78.625,56.507,..
United Kingdom,National Currency (2021 prices),Other cross-cutting technologies/research ,14.677,15.559,38.656,20.801,64.466,74.092,79.665,88.25,89.11,90.22,84.299,88.778,43.933,40.903,45.345,6.443,8.005,8.759,6.566,1.064,8.431,8.69,6.651,29.602,30.509,29.568,29.635,3.383,1.507,0.587,0,0,14.885,14.569,19.586,16.288,15.587,27.434,42.942,66.923,49.725,32.943,47.539,73.41,123.322,175.743,76.958,56.453,..
United Kingdom,National Currency (2021 prices),Unallocated ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.826,0,40.883,2.556,1.619,25.588,26.918,..
United Kingdom,National Currency (2021 prices),Total Budget,892.347,862.754,891.377,736.015,896.664,888.591,879.945,938.616,846.769,933.595,826.743,788.006,617.431,535.001,535.939,413.902,335.372,269.132,243.384,175.105,88.928,90.205,59.405,80.853,70.767,68.167,75.106,46.692,53.138,50.102,69.453,99.057,155.835,187.735,202.092,337.139,629.388,423.835,377.24,471.33,394.053,430.788,541.076,717.479,796.689,861.819,922.263,1055.316,..
United Kingdom,USD (2021 prices and exchange rates),Energy efficiency,41.722,62.066,72.135,64.583,69.238,63.271,60.967,64.71,119.475,131.645,96.032,97.541,86.846,89.197,70.878,64.011,46.147,35.107,43.675,49.349,5.546,3.446,2.945,2.278,1.154,1.596,3.096,0,0,0,0,0,6.424,15.433,41.355,146.407,293.576,248.254,148.572,187.919,98.351,122.84,162.707,265.069,293.751,282.607,339.915,364.693,..
United Kingdom,USD (2021 prices and exchange rates),Fossil fuels ,52.49,68.486,95.095,136.524,138.843,162.292,124.513,139.55,93.367,118.649,103.602,74.1,96.616,72.763,74.596,38.352,46.95,12.955,19.066,26.239,14.237,25.547,17.309,15.453,11.012,6.757,9.579,12.334,8.011,5.988,9.893,12.476,17.356,14.638,24.596,33.23,92.959,69.508,58.407,57.53,113.183,25.926,41.22,50.776,28.946,35.652,55.023,31.871,..
United Kingdom,USD (2021 prices and exchange rates),Renewables ,0,4.281,6.32,12.59,35.352,62.242,54.952,79.047,58.498,46.118,50.964,44.234,35.1,41.854,42.746,42.245,40.78,44.382,40.389,37.001,21.867,21.352,13.869,9.678,7.238,10.078,9.48,12.904,21.763,23.402,38.655,69.739,91.853,132.916,81.945,154.777,284.094,97.627,95.927,142.875,109.107,108.829,188.593,152.944,186.425,165.268,154.992,189.127,..
United Kingdom,USD (2021 prices and exchange rates),Nuclear,1113.039,1030.499,998.08,768.457,900.828,831.972,856.766,879.981,767.292,847.732,763.472,735.717,564.14,466.564,481.88,415.86,314.18,262.853,218.602,126.807,60.078,54.609,35.967,40.605,33.305,31.596,36.728,30.948,32.333,32.667,35.289,41.678,52.825,47.842,67.08,60.199,118.74,74.938,102.421,92.265,86.981,195.034,180.583,237.011,296.486,331.97,426.105,632.795,..
United Kingdom,USD (2021 prices and exchange rates),Hydrogen and fuel cells,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.285,4.601,13.292,16.428,19.263,20.968,33.585,27.68,22.201,35.447,19.429,20.352,20.682,16.125,26.377,44.025,43.349,40.715,..
United Kingdom,USD (2021 prices and exchange rates),Other power and storage technologies ,0,0,1.301,1.635,0.44,0.579,3.598,6.404,3.541,15.931,7.172,10.208,6.151,9.263,4.721,0,2.241,2.85,4.014,0,8.997,7.172,2.473,2.481,2.664,3.067,3.663,3.385,8.912,6.052,6.411,7.758,12.131,10.938,16.799,25.755,21.34,27.249,32.305,40.232,46.576,60.747,85.085,107.765,90.726,81.963,108.15,77.726,..
United Kingdom,USD (2021 prices and exchange rates),Other cross-cutting technologies/research,20.188,21.402,53.172,28.612,88.674,101.915,109.58,121.389,122.572,124.099,115.955,122.116,60.431,56.263,62.373,8.862,11.011,12.048,9.032,1.464,11.597,11.953,9.149,40.718,41.966,40.671,40.763,4.653,2.073,0.807,0,0,20.475,20.04,26.941,22.404,21.44,37.736,59.067,92.054,68.398,45.314,65.391,100.977,169.631,241.737,105.857,77.652,..
United Kingdom,USD (2021 prices and exchange rates),Unallocated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.516,0,56.235,3.516,2.227,35.197,37.026,..
United Kingdom,USD (2021 prices and exchange rates),Total Budget ,1227.437,1186.732,1226.103,1012.4,1233.376,1222.271,1210.378,1291.081,1164.744,1284.175,1137.198,1083.915,849.286,735.902,737.193,569.329,461.309,370.195,334.779,240.86,122.322,124.078,81.713,111.215,97.341,93.765,103.309,64.226,73.092,68.916,95.534,136.254,214.354,258.232,277.981,463.74,865.733,582.992,518.9,648.322,542.026,592.556,744.259,986.904,1095.858,1185.446,1268.587,1451.604,..
United Kingdom,USD (2021 prices and PPP),Energy efficiency ,45.407,67.548,78.506,70.287,75.353,68.859,66.352,70.425,130.027,143.272,104.513,106.156,94.516,97.075,77.138,69.665,50.223,38.208,47.533,53.708,6.036,3.75,3.205,2.479,1.256,1.737,3.37,0,0,0,0,0,6.991,16.796,45.007,159.338,319.506,270.181,161.695,204.516,107.037,133.69,177.078,288.481,319.696,307.567,369.937,396.904,..
United Kingdom,USD (2021 prices and PPP),Fossil fuels,57.126,74.534,103.494,148.582,151.106,176.626,135.51,151.876,101.614,129.129,112.753,80.645,105.15,79.19,81.184,41.74,51.097,14.099,20.75,28.557,15.494,27.804,18.838,16.817,11.985,7.353,10.425,13.424,8.719,6.516,10.766,13.578,18.889,15.931,26.768,36.165,101.169,75.647,63.566,62.611,123.18,28.216,44.861,55.26,31.503,38.801,59.883,34.686,..
United Kingdom,USD (2021 prices and PPP),Renewables,0,4.659,6.879,13.702,38.475,67.74,59.805,86.028,63.665,50.192,55.466,48.141,38.201,45.551,46.521,45.976,44.382,48.302,43.957,40.269,23.798,23.238,15.094,10.533,7.877,10.969,10.317,14.043,23.686,25.469,42.069,75.898,99.966,144.656,89.183,168.448,309.186,106.25,104.4,155.494,118.744,118.442,205.25,166.452,202.891,179.865,168.681,205.831,..
United Kingdom,USD (2021 prices and PPP),Nuclear ,1211.346,1121.516,1086.234,836.329,980.392,905.455,932.439,957.704,835.061,922.606,830.904,800.698,613.967,507.772,524.442,452.59,341.93,286.069,237.91,138.007,65.385,59.433,39.144,44.192,36.247,34.386,39.972,33.681,35.189,35.552,38.406,45.359,57.491,52.067,73.004,65.516,129.228,81.557,111.467,100.415,94.663,212.26,196.533,257.945,322.672,361.29,463.74,688.686,..
United Kingdom,USD (2021 prices and PPP),Hydrogen and fuel cells ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.751,5.007,14.466,17.879,20.964,22.82,36.551,30.124,24.162,38.578,21.145,22.15,22.509,17.549,28.707,47.913,47.178,44.311,..
United Kingdom,USD (2021 prices and PPP),Other power and storage technologies,0,0,1.416,1.78,0.479,0.63,3.916,6.97,3.853,17.338,7.805,11.109,6.695,10.081,5.138,0,2.439,3.102,4.368,0,9.792,7.805,2.692,2.701,2.9,3.338,3.987,3.684,9.699,6.587,6.978,8.443,13.202,11.904,18.283,28.03,23.225,29.656,35.159,43.786,50.69,66.112,92.6,117.283,98.74,89.202,117.702,84.591,..
United Kingdom,USD (2021 prices and PPP),Other cross-cutting technologies/research ,21.972,23.292,57.868,31.139,96.506,110.916,119.259,132.111,133.398,135.06,126.196,132.901,65.768,61.232,67.882,9.645,11.984,13.112,9.829,1.593,12.621,13.009,9.957,44.314,45.672,44.263,44.364,5.064,2.256,0.879,0,0,22.283,21.81,29.32,24.383,23.334,41.069,64.284,100.184,74.439,49.316,71.166,109.895,184.614,263.088,115.207,84.51,..
United Kingdom,USD (2021 prices and PPP),Unallocated ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.71,0,61.202,3.826,2.424,38.305,40.296,..
United Kingdom,USD (2021 prices and PPP),Total Budget,1335.849,1291.548,1334.397,1101.819,1342.311,1330.226,1317.283,1405.114,1267.618,1397.597,1237.639,1179.65,924.298,800.9,802.304,619.614,502.054,402.892,364.347,262.133,133.126,135.037,88.93,121.037,105.939,102.046,112.434,69.898,79.548,75.003,103.972,148.289,233.286,281.04,302.533,504.699,942.198,634.484,564.731,705.584,589.9,644.892,809.994,1074.07,1192.648,1290.148,1380.633,1579.814,..
United Kingdom,Euro (2021 prices and exchange rates),Energy efficiency ,35.297,52.508,61.026,54.637,58.575,53.527,51.578,54.745,101.076,111.372,81.243,82.52,73.472,75.461,59.963,54.153,39.04,29.701,36.949,41.749,4.692,2.915,2.491,1.927,0.976,1.35,2.619,0,0,0,0,0,5.435,13.056,34.986,123.86,248.365,210.023,125.692,158.979,83.205,103.923,137.65,224.248,248.513,239.086,287.568,308.53,..
United Kingdom,Euro (2021 prices and exchange rates),Fossil fuels,44.407,57.939,80.45,115.499,117.461,137.299,105.338,118.059,78.988,100.377,87.647,62.689,81.737,61.557,63.108,32.446,39.72,10.96,16.13,22.198,12.045,21.613,14.643,13.073,9.316,5.716,8.104,10.435,6.777,5.066,8.369,10.555,14.683,12.384,20.808,28.113,78.643,58.804,49.412,48.67,95.753,21.933,34.872,42.956,24.488,30.162,46.549,26.963,..
United Kingdom,Euro (2021 prices and exchange rates),Renewables,0,3.622,5.347,10.651,29.908,52.657,46.489,66.874,49.489,39.016,43.116,37.422,29.695,35.408,36.163,35.739,34.5,37.547,34.169,31.303,18.499,18.064,11.733,8.188,6.123,8.526,8.02,10.917,18.411,19.798,32.702,58.999,77.708,112.447,69.325,130.941,240.344,82.592,81.154,120.872,92.305,92.069,159.55,129.391,157.716,139.817,131.123,160.001,..
United Kingdom,Euro (2021 prices and exchange rates),Nuclear ,941.631,871.802,844.376,650.115,762.1,703.848,724.824,744.464,649.129,717.181,645.897,622.417,477.262,394.713,407.67,351.818,265.796,222.374,184.937,107.279,50.826,46.199,30.428,34.352,28.176,26.73,31.072,26.182,27.354,27.636,29.854,35.26,44.69,40.474,56.75,50.928,100.454,63.398,86.648,78.056,73.586,164.999,152.773,200.511,250.827,280.847,360.485,535.345,..
United Kingdom,Euro (2021 prices and exchange rates),Hydrogen and fuel cells ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.471,3.892,11.245,13.898,16.296,17.739,28.413,23.417,18.782,29.988,16.437,17.218,17.497,13.642,22.315,37.245,36.673,34.445,..
United Kingdom,Euro (2021 prices and exchange rates),Other power and storage technologies,0,0,1.101,1.383,0.372,0.49,3.044,5.418,2.996,13.478,6.068,8.636,5.204,7.836,3.994,0,1.896,2.411,3.396,0,7.611,6.068,2.092,2.099,2.254,2.595,3.099,2.864,7.54,5.12,5.424,6.563,10.263,9.254,14.212,21.789,18.054,23.053,27.33,34.036,39.403,51.392,71.982,91.169,76.754,69.341,91.495,65.756,..
United Kingdom,Euro (2021 prices and exchange rates),Other cross-cutting technologies/research ,17.079,18.106,44.984,24.206,75.018,86.22,92.705,102.695,103.696,104.988,98.098,103.31,51.125,47.598,52.768,7.497,9.315,10.193,7.641,1.239,9.811,10.112,7.74,34.447,35.503,34.408,34.485,3.936,1.754,0.683,0,0,17.322,16.954,22.792,18.954,18.138,31.925,49.971,77.878,57.865,38.336,55.321,85.427,143.508,204.51,89.555,65.694,..
United Kingdom,Euro (2021 prices and exchange rates),Unallocated ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.435,0,47.575,2.975,1.884,29.777,31.324,..
United Kingdom,Euro (2021 prices and exchange rates),Total Budget,1038.412,1003.975,1037.283,856.49,1043.436,1034.041,1023.98,1092.255,985.373,1086.412,962.07,916.992,718.496,622.573,623.665,481.652,390.267,313.185,283.223,203.768,103.484,104.97,69.129,94.088,82.35,79.325,87.399,54.335,61.836,58.303,80.822,115.271,181.343,218.464,235.172,392.324,732.41,493.211,438.989,548.48,458.554,501.302,629.643,834.921,927.096,1002.887,1073.225,1228.057,..
United States,National currency (nominal),Energy efficiency,1.5,8.4,17.3,84.8,120.3,176.2,293,224.7,145.2,211.2,164.1,217.7,179.9,166.1,143.8,158.52,181.14,216.8,284.9,307.5,427.865,506.201,413.12,387.735,421.3,480.339,538.835,581.589,578.068,391.816,380.328,486.338,420.229,548.251,662.604,2124,1392,882.066,964.999,1263.398,1296.669,1211.806,..,..,..,..,..,..,..
United States,National currency (nominal),Fossil fuels ,76.1,138.6,240.8,406.6,534.9,559,848,809.8,383.1,277.2,283.4,300.8,305.9,261.4,429.1,450.17,861.84,765.6,394.6,395.2,485.487,301.971,343.888,164.69,177.5,199.631,207.451,352.796,424.422,415.902,431.069,402.218,413.087,452.189,565.609,3357,460,504.982,313.928,345.434,423.534,415.203,..,..,..,..,..,..,..
United States,National currency (nominal),Renewables ,10.1,45.2,91.8,238.9,384.3,566.4,674,663,337.8,265.1,225.1,213.3,161.7,151.5,123.2,112.95,108.7,150,128.1,119.6,221.038,273.03,205.259,196.987,244.7,258.761,210.717,250.402,247.357,242.659,242.933,250.33,203.218,556.331,448.073,2206,1310,1160.537,1489.961,981.636,904.183,900.137,..,..,..,..,..,..,..
United States,National currency (nominal),Nuclear,605.8,885,913.7,1316.9,1492.7,1735.2,1511,1533.2,1690,1492.7,1265.5,1196.9,1109.2,1019.4,1023.9,894.36,848.13,841.93,550.7,452.1,423.873,452.698,278.059,275.917,237.3,243.087,273.034,295.791,290.341,370.725,383.424,746.584,656.551,840.76,965.733,843,888,1225.3,774.079,738.494,876.875,881,..,..,..,..,..,..,..
United States,National currency (nominal),Hydrogen and fuel cells,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,149.646,315.009,324.75,320.791,321.02,356,333,259.724,118.292,144.062,143.547,124.257,..,..,..,..,..,..,..
United States,National currency (nominal),Other power and storage technologies ,3.2,13.8,27.7,103.2,151.9,264.3,85,20,72,54.8,55.7,61,51.7,44.6,51.2,48.87,53.91,54.7,40,42.3,115.973,131.632,120.951,125.615,126.3,127.263,123.794,135.266,144.916,163.819,113.077,155.861,144.762,131.028,121.149,920,275,178.365,101.646,111.711,275.843,248.7,..,..,..,..,..,..,..
United States,National currency (nominal),Other cross-cutting technologies/research,111.9,132.6,229,315.3,376.8,344.5,504,47.9,73.8,315.7,296.3,377.2,362,331.6,388.5,499.96,443.24,569.4,776.2,855.9,767.393,743.556,788.664,814.768,817.5,984.741,912.916,1198.57,1162.153,1165.126,1188.057,946.62,986.07,1190.929,1301.142,5,110,2160.106,2412.735,2346.648,2295.908,2274.311,..,..,..,..,..,..,..
United States,National currency (nominal),Unallocated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..
